unit_induk,kode_unit_pelaksana,nama_posisi,jenjang,jumlah_pegawai
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,7212,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,11
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,6711,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,11
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",7311,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,11
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",7312,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,11
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",7312,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,11
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6312,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,11
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6313,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,11
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",6514,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,11
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",6516,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,11
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,3214,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,11
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",3314,OFFICER KINERJA FASILITAS OPERASI,G2,11
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,3511,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,G2,11
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,3615,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,G1,11
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,7515,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,11
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,7712,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,11
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,7741,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK,G1,11
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7811,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,11
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,7641,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI DAN GARDU INDUK,G1,11
PT PLN (PERSERO) KANTOR PUSAT,1001,OFFICER ADMINISTRASI EKSEKUTIF DIREKSI,G2,10
PT PLN (PERSERO) KANTOR PUSAT,1001,"OFFICER RISIKO KONSTRUKSI SUMATERA, KALIMANTAN, DAN SULAWESI",G2,10
PT PLN (PERSERO) KANTOR PUSAT,1001,OFFICER VERIFIKASI INVESTASI,G2,10
PT PLN (PERSERO) PUSAT SERTIFIKASI,8601,TECHNICIAN PENGELOLAAN INSPEKSI TRANSMISI DAN GARDU INDUK,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI ACEH,6112,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI ACEH,6113,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI ACEH,6113,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BALI,5581,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5611,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,JUNIOR TECHNICIAN PENGATURAN OPERASI,G1,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5482,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,5315,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,5215,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,5216,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN LAYANAN PELANGGAN",G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,5216,TEAM LEADER PELAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,5216,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,5216,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5114,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5118,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5118,TEAM LEADER PELAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5118,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5118,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5119,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5119,TEAM LEADER PELAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5119,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5119,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,7111,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,7212,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,6411,JUNIOR OFFICER PELAYANAN PELANGGAN,G1,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,6413,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,6413,TEAM LEADER PELAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,6413,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,6413,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,10
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",7415,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,10
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",7417,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,10
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",7428,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,10
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",7311,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANANLAYANAN PELANGGAN",G2,10
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",7312,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6311,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6312,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6312,TEAM LEADER PELAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6312,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6312,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6313,OFFICER LOGISTIK LAYANAN PELANGGAN,G2,10
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",6512,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,10
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",6512,TEAM LEADER PELAYANAN PELANGGAN,G2,10
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",6512,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,10
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",6512,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6211,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6211,TEAM LEADER PELAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6211,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6213,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,10
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6214,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,4P11,OFFICER PENGENDALIAN PROYEK,G2,10
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,4B14,JUNIOR TECHNICIAN KONSTRUKSI,G1,10
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,2413,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK,G1,10
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,2519,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN,G2,10
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,3212,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,10
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,3216,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK TEGANGAN EKSTRA TINGGI,G1,10
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,3217,JUNIOR TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI,G1,10
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",3313,OFFICER KINERJA FASILITAS OPERASI,G2,10
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,3412,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK,G1,10
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,3413,JUNIOR TECHNICIAN PEMELIHARAAN GARDU INDUK,G1,10
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,3415,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,G1,10
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,3517,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,10
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,7512,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN LAYANAN PELANGGAN",G2,10
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,7512,TEAM LEADER PELAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,7512,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,7512,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,10
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,7712,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,10
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,7731,TECHNICIAN OPERASI PUSAT LISTRIK,G2,10
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,7732,SENIOR OFFICER KINERJA DAN ADMINISTRASI PUSAT LISTRIK,G3,10
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,7814,JUNIOR TECHNICIAN OPERASI DISTRIBUSI,G1,10
PT PLN (PERSERO) KANTOR PUSAT,1001,OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 2A,G2,9
PT PLN (PERSERO) KANTOR PUSAT,1001,OFFICER PELAKSANA PENGADAAN TRANSMISI DAN GARDU INDUK,G2,9
PT PLN (PERSERO) KANTOR PUSAT,1001,OFFICER PROGRAM PERUBAHAN,G2,9
PT PLN (PERSERO) KANTOR PUSAT,1001,SENIOR SPECIALIST HUMAN CAPITAL MANAGEMENT,SSP,9
PT PLN (PERSERO) PUSAT MANAJEMEN PROYEK,8501,"OFFICER ASET PROPERTI, KOMUNIKASI DAN UMUM",G2,9
PT PLN (PERSERO) PUSAT MANAJEMEN PROYEK,8501,OFFICER KEUANGAN DAN AKUNTANSI,G2,9
PT PLN (PERSERO) PUSAT PENELITIAN DAN PENGEMBANGAN KETENAGALISTRIKAN,8101,SENIOR OFFICER PERENCANAAN,G3,9
PT PLN (PERSERO) PUSAT PENELITIAN DAN PENGEMBANGAN KETENAGALISTRIKAN,8101,SENIOR OFFICER RISET DAN ASESMEN TEKNOLOGI SISTEM PEMBANGKITAN DAN ENERGI,G3,9
PT PLN (PERSERO) PUSAT SERTIFIKASI,8601,SENIOR TECHNICIAN INSPEKSI TRANSMISI DAN GARDU INDUK,G3,9
PT PLN (PERSERO) PUSAT SERTIFIKASI,8601,TECHNICIAN PENGELOLAAN INSPEKSI DISTRIBUSI,G2,9
PT PLN (PERSERO) PUSAT SERTIFIKASI,8601,TECHNICIAN PENGELOLAAN PENGUJIAN PRODUK TEGANGAN RENDAH,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI ACEH,6112,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BALI,5581,JUNIOR TECHNICIAN PDKB,G1,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5617,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,5656,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5401,SPECIALIST KINERJA DISTRIBUSI,SPC,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5480,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,5493,JUNIOR TECHNICIAN PDKB,G1,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,5311,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,5312,OFFICER LOGISTIK LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,5320,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,5321,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,5356,TECHNICIAN PENGATURAN OPERASI,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,5212,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,5214,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,5216,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5111,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5111,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5111,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5114,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5114,TEAM LEADER PELAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5114,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5114,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,5156,TECHNICIAN PENGATURAN OPERASI,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,6814,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,6856,JUNIOR TECHNICIAN PENGATURAN OPERASI,G1,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,7212,JUNIOR OFFICER PELAYANAN PELANGGAN,G1,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,6714,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,6413,SENIOR OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G3,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,6413,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",7414,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,G1,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",7416,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",7418,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",7419,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",7419,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",7427,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI SELATAN, SULAWESI TENGGARA, DAN SULAWESI BARAT",7428,JUNIOR OFFICER PELAYANAN PELANGGAN,G1,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",7312,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",7312,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",7315,JUNIOR OFFICER PELAYANAN PELANGGAN,G1,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",7317,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,G1,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",7356,JUNIOR TECHNICIAN PENGATURAN OPERASI (MANADO),G1,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6311,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6312,OFFICER KINERJA JARINGAN DAN KONSTRUKSI,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6313,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,6313,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,9
"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA SELATAN, JAMBI, DAN BENGKULU",6514,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6211,TEAM LEADER TRANSAKSI ENERGI LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6213,"TEAM LEADER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN LAYANAN PELANGGAN",G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6213,TEAM LEADER PELAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6213,TEAM LEADER TEKNIK LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6216,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6219,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,9
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,6219,SENIOR OFFICER PERFORMANCE ASSISTANT TO MANAGER,G3,9
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,4P12,OFFICER PENGENDALIAN PROYEK,G2,9
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,2518,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN,G2,9
